"SITE_ID","VISIT_NO","PUBLICATION_DATE","YEAR","DATE_COL","STATE","LOC_NAME","SITE_CLASS","AGGR_ECO3_2015","AGGR_ECO9_2015","ECO10","US_L3CODE_2015","US_L4CODE_2015","EPA_REG","LAT_DD83","LON_DD83","HUC8","URBAN","STRAHLERORDER","MISS_SUB","LMR_SITE","GREAT_RIVER","RT_NRSA","RT_NRSA_FISH","RT_NRSA_PHAB","RT_NRSA_CAT","XLAT_DD","XLON_DD","WGTNRSA09","MASTER_SITEID","INDEX_VISIT","INDEXVIS_FTIS","WSAREA_NARS","MMI_BENT","OE_SCORE_OLD","UID","OE_SCORE","NH4","NH4_ALERT","ANC","ANC_ALERT","CA","CA_ALERT","CL","CL_ALERT","COLOR","COLOR_ALERT","COND","COND_ALERT","DOC","DOC_ALERT","MG","MG_ALERT","SODIUM","SODIUM_ALERT","K","K_ALERT","NO3","NO3_ALERT","NO3NO2","NO3NO2_ALERT","NO2","NO2_ALERT","NTL","NTL_ALERT","PHLAB","PHLAB_ALERT","PTL","PTL_ALERT","SIO2","SIO2_ALERT","SO4","SO4_ALERT","TSS","TSS_ALERT","TURB","TURB_ALERT","PROTOCOL","XDEPTH_CM","SDDEPTH_CM","XWIDTH","XWXD","RP100","XBKF_W","XBKF_H","XINC_H","SINU","XSLOPE","REACHLEN","LSUB_DMM","XEMBED","PCT_FN","PCT_SAFN","PCT_SFGF","LDCBF_G08","LDMB_BW5","LRBS_BW5","LRBS_G08","PCT_FAST","PCT_SLOW","RPRAT","PCT_BDRK","XFC_ALG","XFC_AQM","XFC_LWD","XFC_NAT","V1W_MSQ","XCDENBK","XCDENMID","XCL","XGB","XGW","XC","XCMGW","QR1","QRVEG1","RDIST1","W1_HALL","W1H_WALL","W1_HNOAG","W1_HAG","REALM","W1H_CROP","XSLOPE_use","XWIDTH_use","Lpt01_XCMGW","Lpt01_XFC_NAT","LRBS_use","RDIST_COND","LRBS_Cond_use","LOE_RBS_use","LXCMGW_Cond_use","LOE_XCMGW_use","LXFC_NAT_Cond_use","LOE_XFC_NAT_use","Qbkf_cl","LQbkf_cl","Qbkf_kmcl","LQbkf_kmcl","QLow_cl","LQLow_cl","QLow_kmcl","LQLow_kmcl","LOE_QLow_cl","LOE_Qbkf_cl","RT_WQI","CL_pt","SO4_pt","PTL_pt","NTL_pt","TURB_pt","ENTERO_PT","DO_PT","PH_PT","NUMVARN","WQII","SAMPLE_ID","dD..vsmow.","d18O..vsmow.","d.excess","AG_ECO5"
"FW08AL013",1,"9/1/2015",2009,"2009-07-16","AL","Unnamed Stream","PROB","EHIGH","SAP","",45,"45a",4,33.26014983,-85.50357137,3150109,"NonUrban","1st","","","","S","S","T","Intermediate Disturbance",33.26029,85.50362,4567.388527,"FW08AL013","YES","",3.432600021,47.65,1.15532654,13800,1.186543168,0.005,"R",108.69,"",0.851,"",1.43,"",4,"R",19.19,"",0.78,"H",0.67,"",1.647,"",0.494,"",0.0744,"",NA,"",0,"R",85,"",6.95,"",31.8288,"",9.926,"",0.6,"",3.5,"",2.44,"","WADEABLE",19.94666667,13.55366498,2.775,0.55625,13.4273316,3.845454545,0.427272727,0.709090909,1.164216351,0.487032742,149,0.257020817,55.18181818,6.666666667,38.0952381,86.66666667,"1.166780797",1.212758998,-0.955738181,-0.90975998,3.333333333,96.66666667,0.673161678,0,0,0,0,0.140909091,0.001619623,96.79144385,91.04278075,0.134090909,0.338636364,0.177272727,0.318181818,0.878409091,0.617228912,0.495284091,0.511111111,1.045454545,0,0.181818182,0.863636364,"WADEABLE",0,0.850952381,2.775,-0.051387006,-0.821284597,-1.140109791,"2 Medi","Medi",-0.654752369,"Good",-0.050191089,"Good",-0.107126429,0.699864867,-0.154985807,0.207256831,-0.683491147,0.01355579,-1.867875157,0.00401439,-2.396380496,-0.036954147,-0.233254495,"S",10,10,7.630087464,10,10,0,10,10,8,84.54,552481,-24.55,-4.26,9.51,"Appalachians"
"FW08AL014",1,"9/1/2015",2009,"2009-07-22","AL","Uphapee Creek","PROB","PLNLOW","CPL","",65,"65i",4,32.48594218,-85.72031495,3150110,"NonUrban","5th","","","","R","","R","Least Disturbed",32.48555556,85.72055556,401.9529277,"FW08AL014","YES","YES",926.0349731,80.53,1.322464548,13801,1.311993168,0.01,"R",1016.02,"",12.96,"",6.38,"",8,"",157.78,"",2.71,"H",5.996,"",5.788,"",2.732,"",0.50548,"",NA,"",0,"R",920,"",8.09,"",13.9544,"",5.948,"",7.48,"",1.6,"",1.96,"R","BOATABLE",32.6,11.2474464,19.54545455,6.28,10.76739919,40.27272727,0.834545455,1.456363636,1.47333453,0.086772789,704,-0.13005623,NA,2,76,NA,"1.08709858",0.79161231,-0.92166854,-1.21715481,5,95,33.02883186,NA,0.004545455,0,0.036363636,0.261363636,0.005830909,58.95721925,NA,0.207954545,0.397727273,0.231818182,0.507954545,1.113636364,0.55930408,0.601136364,0.538462829,1.166672727,0,1.045454545,0.121218182,"BOATABLE",0.121218182,0.086772789,19.54545455,0.050625786,-0.56644835,-1.21715481,"2 Medi","Good",-0.29310481,"Good",-0.043408822,"Good",0.00403165,18.89692613,1.276391165,0.020480756,-1.688654011,0.165905623,-0.780138895,0.000179811,-3.745184071,-0.960720568,-0.082397901,"S",10,6.81301765,10,5.591397849,10,10,10,10,8,90.51,552491,-16.86,-2.8,5.58,"Coastal Plains"
"FW08AL015",1,"9/1/2015",2009,"2009-08-15","AL","Murder Creek","PROB","PLNLOW","CPL","",65,"65f",4,31.08686327,-87.08175172,3140304,"NonUrban","5th","","","","R","R","R","Least Disturbed",31.08666667,87.08194444,401.9529277,"FW08AL015","YES","YES",1615.48999,76.57,1.171188998,14526,1.141558708,0.015,"RS",499.76,"S",9.801,"S",3.37,"S",24,"S",70.52,"S",5.15,"S",1.039,"S",2.124,"S",0.433,"S",0.07628,"S",NA,"",0.00091,"RS",247,"S",7.52,"S",24.7256,"S",8.769,"S",1.48,"S",2.5,"S",5.21,"S","BOATABLE",88.1,37.48925772,38.90909091,28.12,32.8370536,48.5,0.763636364,2.081818182,1.105391566,0.042314912,1735.555756,-0.007570075,NA,1,69,NA,"0.814985449",0.56768535,-0.575255425,-0.822555523,0,100,37.27247855,NA,0,0.009090909,0.045454545,0.218181818,0.020645909,39.83957219,NA,0.109090909,0.265909091,0.394318182,0.344318182,1.038636364,0.618717285,0.567386364,0.089656428,0.098486364,0,0.098486364,0,"BOATABLE",0,0.042314912,38.90909091,0.020624914,-0.641718964,-0.822555523,"1 Low","Good",0.101494477,"Good",-0.049826649,"Good",-0.071238964,18.30249293,1.262510248,0.011337788,-1.945471659,2.042502589,0.310162616,0.001265263,-2.897819291,-0.099897093,-0.268715309,"S",10,10,10,10,10,10,NA,10,7,100,549581,-17.88,-3.22,7.87,"Coastal Plains"
"FW08AL016",1,"9/1/2015",2009,"2009-06-12","AL","Little Bear Creek","PROB","EHIGH","SAP","",71,"71g",4,34.69505835,-87.76208738,6030005,"NonUrban","4th","","","","S","S","S","Intermediate Disturbance",34.69485,87.76211,3306.664241,"FW08AL016","YES","",169.302002,35.87,0.624511434,13372,0.728428494,0.043,"HS",1669.85,"S",30.18,"S",3.04,"HS",18,"HS",194.3,"S",1.96,"HS",2.795,"S",2.911,"S",1.435,"S",0.16156,"HS",NA,"",0.00354,"RS",349,"HS",7.8,"HS",20.4681,"HS",5.774,"S",6.68,"HS",7.6,"S",3.44,"HS","BOATABLE",127.3,57.60988622,20.59090909,29.705,61.45471268,22.18545455,0.953636364,1.416363636,1.085637845,0.06018889,1144,1.029355746,NA,4,7,NA,"0.965899921",0.810012825,0.21934292,0.063455825,0,100,48.27550093,NA,0,0.004545455,0.156818182,0.736363636,0.023019091,88.90374332,NA,0.284090909,0.272727273,0.225,0.661363636,1.314772727,0.761638902,0.691647727,0.290331738,0.409109091,0,0.045454545,0.363654545,"BOATABLE",0.363654545,0.06018889,20.59090909,0.122141379,-0.127049528,0.063455825,"2 Medi","Good",-0.377924175,"Good",0.095161379,"Good",0.76586631,15.29960934,1.184680342,0.090099727,-1.045276526,2.426462073,0.384973507,0.014289487,-1.844983361,0.498109053,0.042834304,"S",10,10,10,9.886792453,10,10,10,10,8,99.86,550501,-25.94,-4.57,10.62,"Appalachians"
"FW08AL018",1,"9/1/2015",2009,"2009-06-28","AL","Unnamed Stream","PROB","EHIGH","SAP","",45,"45a",4,32.93231611,-86.36246869,3150107,"NonUrban","2nd","","","","S","S","S","Intermediate Disturbance",32.93242,86.36241,2680.082723,"FW08AL018","YES","",6.438109875,28.28,0.935950192,13373,0.943826087,0.032,"H",176.95,"",1.876,"",1.67,"H",10,"",32.61,"",1.51,"H",1.216,"",1.699,"",1.197,"",0.03841,"H",NA,"",0.00089,"R",154,"H",7.19,"",22.58,"H",11.053,"H",2.92,"H",0,"",6.82,"","WADEABLE",18.14,9.961562492,3.17,0.5186,8.379817964,5.945454545,0.627272727,1.245454545,1.08809602,0.435468212,148.5,0.686642486,35.27272727,3.80952381,40.95238095,54.28571429,"1.412711845",1.322954212,-0.636311726,-0.726069359,33,67,0.461952479,2.857142857,0,0,0.106818182,0.652272727,0.009841432,97.86096257,99.19786096,0.331818182,0.396590909,0.255681818,0.770454545,1.525,0.917007303,0.78625,0,0,0,0,0,"WADEABLE",0,0.768148148,3.17,0.18610838,-0.178963129,-0.979491154,"1 Low","Medi",-0.631800582,"Good",0.219162362,"Good",0.608434041,3.485112519,0.542216804,0.539324129,-0.26815015,0.016512878,-1.78217722,0.002555382,-2.592544174,-0.235823697,0.287756421,"S",10,10,10,10,3.409610984,0,10,10,8,79.26,543281,-24.55,-4.78,13.69,"Appalachians"
"FW08AL019",1,"9/1/2015",2009,"2009-06-16","AL","Unnamed Stream","PROB","PLNLOW","CPL","",65,"65i",4,32.91383014,-87.53264771,3160113,"NonUrban","1st","","","","S","S","S","Intermediate Disturbance",32.91309,87.53229,4850.217689,"FW08AL019","YES","",4.570199966,22.4,0.427144443,13374,0.454170038,0.257,"H",312.31,"",2.323,"",2.65,"",32,"",48.06,"",7.01,"H",1.266,"",1.68,"",1.379,"",0.00437,"R",NA,"",0.0012,"R",626,"",7.07,"",29.9513,"",11.324,"H",1.08,"",21.6,"",30.36,"","WADEABLE",31.68,17.77311143,2.68,0.8998,25.00385451,3.681818182,0.4,1.190909091,1.147221273,0.024828185,149,-0.617601282,100,9.523809524,100,100,"-0.283972119",-0.100466255,-0.517135027,-0.333629162,0,99.33333333,0.789263084,0,0,0,0.009090909,0.231818182,0.000105725,93.31550802,95.72192513,0.147619048,0.464772727,0.096590909,0.421428571,0.680681818,0.490932764,0.406306818,0.690145209,2.227318182,0,0.848527273,1.378790909,"WADEABLE",0,0.043571429,2.68,-0.160721977,-0.616511048,-0.608185207,"3 High","Good",0.229813333,"Medi",-0.19160051,"Medi",-0.224331048,0.132130294,-0.878997598,0.02869092,-1.542255524,0.007286154,-2.137501665,0.001582124,-2.800759591,-0.143815102,-0.603978074,"S",10,10,10,10,0,10,0,10,8,75,550881,-17.19,-3.53,11.01,"Coastal Plains"
"FW08AL020",1,"9/1/2015",2009,"2009-07-08","AL","Cahaba River","PROB","EHIGH","SAP","",67,"67h",4,33.41281267,-86.75189943,3150202,"Urban","5th","","","","T","","T","Most Disturbed",33.41264,86.75181,272.0987253,"FW08AL020","YES","YES",527.7869873,54.8,0.711582774,13803,0.701256352,0.041,"",2166.04,"",38.17,"",4.63,"",16,"",267,"",2.89,"",6.247,"",4.14,"",2.708,"",0.49235,"",NA,"",0.00911,"R",793,"",8.03,"",129.7675,"",5.356,"",13.28,"",2.3,"",3.72,"","BOATABLE",92.9,33.19045135,23.36363636,19.45,38.46452932,26.81818182,1.066363636,2.004545455,1.07932544,0.046471424,924,0.408256598,NA,0,62.62626263,NA,"0.931472228",0.69577918,-0.287522583,-0.52321563,0,100,41.40422962,NA,0,0,0.220454545,0.815909091,0.025757727,68.04812834,NA,0.197727273,0.304545455,0.213636364,0.580681818,1.256818182,0.68121124,0.665568182,0.333333333,0.5,0,0.5,0,"BOATABLE",0,0.046471424,23.36363636,0.102714288,-0.083067753,-0.52321563,"2 Medi","Medi",-0.96459563,"Good",0.075734288,"Good",0.90788859,17.03298068,1.231290654,0.032310745,-1.490653031,1.325139895,0.122261729,0.002513727,-2.599681956,-0.261312615,-0.218096344,"T",8.660847447,9.582989632,0,0,10,10,10,10,8,72.8,550521,-23.57,-4.21,10.12,"Appalachians"
"FW08AL021",1,"9/1/2015",2009,"2009-08-12","AL","Choctawhatchee River","PROB","PLNLOW","CPL","",65,"65d",4,31.34380861,-85.60881312,3140201,"NonUrban","5th","","","","R","R","R","Least Disturbed",31.34388889,85.60861111,401.9529277,"FW08AL021","YES","YES",1779.349976,69.98,1.223630348,14527,1.211055166,0.009,"R",570.73,"",10.16,"",4.59,"",22,"",82.11,"",4.39,"",1.66,"",2.813,"",1.119,"",0.3962,"",NA,"",0.00211,"R",551,"",7.71,"",30.6188,"",7.688,"",1.5,"",5.7,"",9.82,"","BOATABLE",73,27.21036641,33.27272727,25.47,19.3026791,35.5,0.954545455,7.772727273,1.115577444,0.056741932,1191.830107,-0.615507109,NA,42,79,NA,"1.006628047",0.759977645,-1.375484753,-1.622135155,4,96,26.44202617,NA,0,0,0.036363636,0.2,0.005552727,74.73262032,NA,0.24625,0.035,0.5475,0.535,1.56625,0.735839419,0.8048125,0.359228278,0.560618182,0,0.560618182,0,"BOATABLE",0,0.056741932,33.27272727,0.1976251,-0.677780705,-1.622135155,"2 Medi","Good",-0.698085155,"Good",0.120016303,"Good",-0.107300705,26.68927036,1.426336701,0.015005488,-1.823749889,1.780785234,0.250611546,0.00100121,-2.999475044,-0.199220247,-0.13477476,"S",10,10,10,10,10,10,10,10,8,100,549571,-16.97,-3.4,10.2,"Coastal Plains"
"FW08AL022",1,"9/1/2015",2009,"2009-08-15","AL","Satilpa Creek","PROB","PLNLOW","CPL","",65,"65p",4,31.68739652,-88.05213311,3160203,"NonUrban","5th","","","","S","","S","Intermediate Disturbance",31.68731,88.05211,401.9529277,"FW08AL022","YES","YES",468.1629944,46.08,1.068875414,13903,1.06834562,0.024,"S",1298.52,"S",25.38,"S",3.19,"S",30,"S",152.9,"S",5.27,"HS",1.529,"S",2.705,"S",1.043,"S",0.07338,"S",NA,"",0.00131,"RS",229,"S",7.83,"S",37.5481,"S",14.52,"S",3.18,"S",2.5,"S",10.29,"S","BOATABLE",166.5,63.01154295,17.90909091,24.06,73.79446862,19.63636364,0.828181818,1.606363636,1.177911842,0.063785412,880,-0.821477501,NA,42,72,NA,"1.06001175",0.875313475,-1.696790976,-1.881489252,0,100,44.32100217,NA,0,0,0.145454545,0.3,0.018859091,84.89304813,NA,0.118181818,0.572727273,0.122727273,0.3375,0.828409091,0.596323142,0.472784091,0.480901734,0.926417532,0,0.714285714,0.212131818,"BOATABLE",0.212131818,0.063785412,17.90909091,-0.076544021,-0.508638306,-1.881489252,"2 Medi","Medi",-0.957439252,"Medi",-0.172990683,"Good",0.061841694,17.09153797,1.232781144,0.036532253,-1.43732354,4.35231305,0.638720126,0.009302838,-2.031384559,0.736739241,0.083340839,"R",10,10,10,10,10,10,10,10,8,100,554741,-17.65,-3.16,7.6,"Coastal Plains"
"FW08AL023",1,"9/1/2015",2009,"2009-08-13","AL","Cedar Creek","PROB","PLNLOW","CPL","",65,"65b",4,32.15904561,-87.01008263,3150203,"NonUrban","5th","","","","S","","S","Intermediate Disturbance",32.15925,87.01011,401.9529277,"FW08AL023","YES","YES",936.0930176,63.62,0.707186348,13904,0.854948114,0.007,"R",2562.48,"",52.04,"",3.41,"",12,"H",276.76,"",3.9,"",1.847,"",3,"",1.217,"",0.00243,"R",NA,"",0,"R",176,"",8.14,"",73.1838,"",9.845,"",10.02,"",11.5,"",13.25,"","BOATABLE",52.9,18.49351511,22.90909091,12.18,15.37474833,31.36363636,1.158181818,1.668181818,1.095383241,0.051732276,880,-0.13005623,NA,2,76,NA,"1.120743943",0.734847684,-0.864903914,-1.250800173,0,100,29.06379647,NA,0,0.009090909,0.004545455,0.086363636,0.000475909,78.47593583,NA,0.084090909,0.370454545,0.203409091,0.342045455,1.007954545,0.719771263,0.553579545,0.164559077,0.196972727,0,0.136363636,0.060609091,"BOATABLE",0.060609091,0.051732276,22.90909091,0.007728386,-1.016086822,-1.250800173,"1 Low","Good",-0.326750173,"Good",-0.077472308,"Poor",-0.445606822,27.73243113,1.442987943,0.029660237,-1.527825386,0.518630139,-0.285142249,0.000554682,-3.255955578,-0.47117252,0.080104642,"R",10,4.536530349,9.121851429,10,7.865853659,10,10,10,8,89.41,555521,-15.06,-3.19,10.45,"Coastal Plains"
"FW08AL024",1,"9/1/2015",2009,"2009-07-15","AL","Mulberry Fork","PROB","EHIGH","SAP","",68,"68e",4,34.00378128,-86.74110543,3160109,"NonUrban","6th","","","","T","T","T","Most Disturbed",34.00403,86.74124,237.4690119,"FW08AL024","YES","YES",932.0930176,30.82,0.936227407,13804,0.924757899,0.034,"H",782.78,"",16.2,"",9.61,"H",20,"",163.77,"",3.94,"H",3.273,"",7.002,"",5.286,"",2.82623,"H",NA,"",0.00349,"R",2978,"H",7.77,"",311.2425,"",2.912,"",8.19,"H",4.8,"",4.43,"","BOATABLE",120.6,59.98013139,36.81818182,47.4,55.14365151,42.45454545,0.586363636,1.320909091,1.319364791,0.164605009,1496,3.182872856,NA,1,2,NA,"1.494486347",1.145879895,2.036992961,1.688386509,21,79,45.72442082,NA,0,0.081818182,0.013636364,0.15,0,51.20320856,NA,0.139772727,0.525,0.177380952,0.406818182,0.831818182,0.541618725,0.474318182,0.402716013,0.674245455,0,0.674245455,0,"BOATABLE",0,0.164605009,36.81818182,-0.074781698,-0.795880017,1.688386509,"2 Medi","Good",1.247006509,"Medi",-0.101761698,"Good",0.149890866,27.08775772,1.432773056,0.029040773,-1.536991829,6.716486392,0.827142139,0.007200742,-2.142622746,0.193367511,-0.171526973,"S",4.442652853,10,0,0,8.878718535,10,10,10,8,66.65,551111,-18.48,-3.21,7.22,"Appalachians"
"FW08AL025",1,"9/1/2015",2009,"2009-07-23","AL","Chattahoochee River","PROB","PLNLOW","CPL","",65,"65p",4,32.43328885,-84.96698746,3130003,"Urban","6th","","","","S","S","S","Intermediate Disturbance",33.43335,84.96663,350.7968092,"FW08AL025","YES","YES",12277.90039,32.78,0.932271078,13805,0.97968661,0.035,"",458.76,"",6.443,"",6.16,"",17,"",93.51,"",2.31,"H",1.797,"",7.28,"",2.469,"",0.27767,"",NA,"",0.00156,"R",529,"",7.6,"",22.1656,"",7.629,"",6.14,"",1.3,"",2.47,"","BOATABLE",497.8,148.6680255,125.1818182,646.49,178.1801959,129,1.075454545,1.670909091,1.276185182,0.110282068,4400,-0.460409377,NA,0,100,NA,"2.005910277",1.507844105,-1.968253482,-2.466319654,0,100,35.79353071,NA,0.004545455,0.009090909,0.018181818,0.109090909,0.004653636,72.72727273,NA,0.127272727,0.397727273,0.182954545,0.322727273,0.879545455,0.479826041,0.495795455,0.704699968,2.386386364,0.340909091,2.265168182,0.121218182,"BOATABLE",0.121218182,0.110282068,125.1818182,-0.050831855,-0.92412139,-2.466319654,"3 High","Medi",-1.542269654,"Medi",-0.082158969,"Medi",-0.35364139,1150.451641,3.060868368,0.093719512,-1.028169981,601.7041261,2.77938299,0.049016765,-1.309655359,1.537077366,0.904268948,"T",10,8.013999139,10,10,10,10,10,10,8,97.52,550141,-19.09,-3.2,6.54,"Coastal Plains"
"FW08AL026",1,"9/1/2015",2009,"2009-07-24","AL","Alabama River Cutoff","PROB","PLNLOW","CPL","",65,"65p",4,31.19892816,-87.90346053,3150204,"NonUrban","7th","","","","S","S","S","Intermediate Disturbance",31.19916667,87.90361111,248.1801939,"FW08AL026","YES","YES",58620.10156,40.6,0.464450011,13969,0.537510672,0.003,"RS",1095.66,"S",15.91,"S",6.96,"S",20,"HS",176.88,"S",4.22,"HS",3.125,"S",13.28,"S",1.95,"S",0,"RS",NA,"",0,"RS",350,"S",7.96,"HS",60.5438,"S",1.001,"S",15.59,"S",20,"S",17.13,"HS","BOATABLE",238.2,144.7071581,74.90909091,127.18,28.60521585,77.59090909,0.518181818,1.490909091,1.238340926,0.00183103,2270.98808,-1.120615376,NA,40,100,NA,"-0.358653143",-0.488577998,-0.632037378,-0.761962233,0,100,12.00890674,NA,0,0,0.022727273,0.463636364,0.012850909,81.95187166,NA,0.272727273,0.082954545,0.563636364,0.5875,1.652272727,0.873347283,0.843522727,0.057145551,0.060609091,0,0.060609091,0,"BOATABLE",0,0.00183103,74.90909091,0.220702279,-0.324554962,-0.761962233,"1 Low","Good",0.162087767,"Good",0.249570694,"Good",0.245925039,41.39931048,1.616993108,0.000706305,-3.151007634,21.45798978,1.331589034,0.00036609,-3.436411708,-0.552064467,-1.021533819,"S",9.800234586,0,10,10,3.134146341,10,NA,10,7,75.62,550021,-18.26,-2.98,5.61,"Coastal Plains"
"FW08AL027",1,"9/1/2015",2009,"2009-08-16","AL","Unnamed Stream","PROB","PLNLOW","CPL","",65,"65b",4,32.12422057,-87.52831805,3150203,"NonUrban","1st","","","","T","T","T","Most Disturbed",32.12408,87.52833,4850.217689,"FW08AL027","YES","",2.906100035,22.25,0.594007151,13905,0.555278818,0.007,"R",287.97,"",3.823,"",0.31,"",21,"",41.58,"",5.07,"H",1.242,"",1.541,"",1.344,"",0.00096,"R",NA,"",0,"R",293,"",7.13,"",138.5844,"",5.527,"",3.23,"",11.2,"",138.5,"","WADEABLE",8.44,14.8267308,0.83,0.2692,7.774697367,2.981818182,0.663636364,1.4,1.256635828,1.220712923,149,-1.236823066,80,66.66666667,66.66666667,93.33333333,"1.774647334",1.724567631,-2.961390697,-3.0114704,0,38.66666667,0.921172674,0,0,0,0.084090909,0.390909091,0.018017474,98.6631016,98.52941176,0.186363636,0.368181818,0.264772727,0.495454545,0.970454545,0.780869099,0.536704545,0.102040816,0.113636364,0,0.113636364,0,"WADEABLE",0,2.153095238,0.83,-0.008572536,-0.396954096,-3.299158125,"1 Low","Poor",-1.386790019,"Good",-0.039420762,"Good",-0.004774096,2.279695359,0.357876815,0.780103124,-0.107847983,0.000642866,-3.191879885,0.000219986,-3.657604683,-1.011603529,0.773105354,"R",10,10,1.647497143,10,0,10,8.5,10,8,75.18,555561,-8.47,-1.95,7.1,"Coastal Plains"
"FW08AL028",1,"9/1/2015",2009,"2009-06-06","AL","Elk River","PROB","EHIGH","SAP","",71,"71h",4,34.90862922,-87.06229652,6030004,"NonUrban","7th","","","","T","T","T","Most Disturbed",34.90861111,87.06222222,168.0035391,"FW08AL028","YES","YES",4960.100098,3.7,0.183837424,12994,0.147978045,0.006,"RS",2318.25,"S",44.56,"S",5.25,"S",7,"HS",272.18,"S",1.59,"HS",5.01,"S",2.382,"S",1.693,"S",1.02523,"S",NA,"",0.00586,"RS",1273,"HS",8.19,"S",170.805,"HS",2.916,"HS",9.47,"S",5.8,"S",2.47,"S","BOATABLE",552.7,71.2352058,73.5,391.785,36.48996216,75.45454545,1.044545455,3.148181818,1.383266666,0.010208347,2860,1.665056899,NA,2,2,NA,"0.992151677",0.636799281,1.028257618,0.672905221,0,100,6.602128128,NA,0,0,0.059090909,1.002272727,0.005024091,89.03743316,NA,0.156818182,0.3,0.175,0.427272727,0.854545455,0.594043047,0.484545455,0.520010123,1.083377273,0.030304545,0.416677273,0.6667,"BOATABLE",0.6667,0.010208347,73.5,-0.063212168,0.005297536,0.672905221,"2 Medi","Good",0.231525221,"Good",-0.090192168,"Good",0.881883746,369.3274115,2.567411542,0.07449548,-1.127870076,270.6539121,2.432414309,0.054592463,-1.26286731,1.066157987,0.509591002,"S",8.135690691,9.956807729,0,0,10,10,10,10,8,72.62,548461,-27.2,-4.68,10.23,"Appalachians"
"FW08AL029",1,"9/1/2015",2009,"2009-07-11","AL","Tallapoosa River","PROB","EHIGH","SAP","",45,"45d",4,33.62400503,-85.49383877,3150108,"NonUrban","5th","","","","S","","S","Intermediate Disturbance",33.62402,85.49387,272.0987253,"FW08AL029","YES","YES",1145.800049,43.68,0.627189027,13906,0.631036293,0.012,"HRS",308.98,"S",3.045,"S",2.61,"HS",28,"HS",46.99,"S",2.04,"HS",1.47,"S",3.44,"S",1.059,"S",0.14636,"HS",NA,"",0.00542,"RS",298,"S",7.41,"HS",40.835,"S",9.829,"S",1.46,"HS",1.2,"S",5.15,"HS","BOATABLE",82,26.81775381,27.45454545,23.09,35.77410128,29.90909091,0.726363636,1.672727273,1.498163956,0.035473621,880,0.84437513,NA,3,46,NA,"0.583057759",0.434624389,0.409750741,0.26131737,6,94,43.62695278,NA,0,0.077272727,0.077272727,0.136363636,0.034555909,87.56684492,NA,0.118181818,0.229545455,0.1625,0.322727273,0.894318182,0.64161012,0.502443182,0.40807865,0.689413636,0,0,0.689413636,"BOATABLE",0.272736364,0.035473621,27.45454545,-0.043678737,-0.83456681,0.26131737,"2 Medi","Good",-0.18006263,"Good",-0.070658737,"Good",0.140241765,7.824126944,0.893435888,0.006826684,-2.165790224,0.967551211,-0.014326039,0.000844205,-3.073552151,-0.738420722,-0.766786355,"S",10,10,5.004373178,10,7.231121281,10,10,10,8,90.29,551101,-23.65,-4.09,9.08,"Appalachians"
"FW08AL030",1,"9/1/2015",2009,"2009-08-11","AL","Buckhorn Creek","PROB","PLNLOW","CPL","",65,"65d",4,31.86806513,-85.76601507,3140202,"NonUrban","3rd","","","","S","S","S","Intermediate Disturbance",31.86722222,85.76555556,2620.475197,"FW08AL030","YES","",21.30699921,37.4,0.631651034,14529,0.669507492,0.159,"",256.91,"",3.347,"",3.64,"",22,"",45.64,"",6.14,"",1.406,"",2.36,"",1.137,"",0.05757,"",NA,"",0,"R",403,"",7.11,"",31.34,"",12.886,"H",1.56,"",10.8,"",17.58,"","WADEABLE",15.38,11.76028466,3.568421053,0.598578947,7.871193013,4.945454545,0.309090909,0.736363636,1.439776613,0.758730416,149,-0.460409377,98.90909091,0,96.19047619,96.19047619,"1.261725009",1.283629373,-1.74403875,-1.722134386,0,100,0.51178108,0,0,0,0.018181818,0.186363636,0.007238699,99.46524064,98.6631016,0.146590909,0.170454545,0.2875,0.356818182,0.905681818,0.779078855,0.507556818,0.063829787,0.068181818,0,0.068181818,0,"WADEABLE",0,1.303571429,3.568421053,-0.038255409,-0.706938935,-1.978887118,"1 Low","Good",0.058391705,"Good",-0.056767515,"Medi",-0.314758935,0.689798988,-0.161277447,0.032477788,-1.488413557,0.015306007,-1.815138087,0.000720652,-3.142274197,-0.448550856,-0.357478658,"R",10,10,10,10,2.585365854,10,10,10,8,90.73,553431,-18.86,-3.03,5.37,"Coastal Plains"
